store,1873575
del,1966882
del,2289971
put,2143512
del,2136248
put,2583585
put,2611941
del,2246529
store,2574575
get,2147703
del,1842634
del,1712729
del,1998171
put,1980153
del,1809040
get,2039518
put,1692893
put,1983435
store,1927213
put,1748767
store,1945651
put,1864006
put,1891244
put,1812602
put,1934057
get,2035746
put,1782640
put,2042800
del,1694081
store,2467369
store,2372593
get,2338650
del,2367983
store,1912476
store,1887054
del,2001874
put,1844590
store,1991677
get,1867009
get,1704907
put,1957384
get,2124864
get,1784735
get,1861142
store,1962273
store,2060890
del,1823707
del,1792837
del,1988394
get,1823149
del,1723624
get,1675293
get,1840190
store,1998940
get,1809390
del,1918971
del,1842354
get,1683535
del,1763783
get,1630105
store,1950399
get,1716919
put,2225158
get,2190865
put,2120674
get,1891593
get,1665446
del,1808272
get,1752468
store,2090503
put,1932800
get,2259100
del,1900323
get,1891105
del,1748976
get,1992934
put,2087150
get,1838793
del,1763783
store,1880838
get,1915409
del,1727954
store,1854228
get,1683674
store,2092598
del,1775725
del,1671172
del,1855345
store,1991328
store,1882723
get,1753865
del,1844101
store,2327196
put,1989930
put,2143512
put,2108103
store,10230346
store,2109151
del,1755611
store,2052229
put,2074439
del,1779079
del,1756519
put,2112503
put,2222713
get,1797307
store,2251348
store,2648398
put,1977918
put,2111036
del,2199386
put,2075277
get,2144001
put,2380066
put,2488880
del,2409400
del,2258332
del,2369171
put,2074858
del,2061518
put,1899066
put,2076674
del,1769929
get,1759033
del,1827548
del,2099512
put,1884260
put,1870920
get,1874970
store,2142954
put,1905352
store,1879790
put,2158668
get,1949073
store,1870920
put,2040566
put,2296256
del,1968838
get,2150706
get,1905003
del,1811904
put,2112432
store,2661528
put,2579883
del,2378599
put,2497051
get,2129544
store,2138274
store,2032324
del,1978406
del,1970654
del,1976521
put,2000057
put,1993772
del,1978546
get,2021917
del,1882444
del,1963250
store,2076255
del,1932590
del,1978267
put,2033302
put,1953543
put,1999988
store,2079119
del,1921835
put,1965695
del,2004388
get,2081912
store,2035467
put,2214960
store,2086870
del,2247367
get,2531833
get,2216916
store,2235774
put,2382790
put,1998311
get,1900673
del,2162020
store,2143931
get,1990838
del,2069061
put,2132896
store,2051461
del,1968000
get,2062496
put,2059493
del,1973866
del,2121582
store,2042032
get,1979035
get,2088756
del,2074718
get,1965207
get,2097905
get,2065219
store,2087779
del,2030858
get,2623465
store,2879854
del,2154757
del,2764265
store,2407724
store,2800094
get,2777885
get,2707624
store,2486435
put,2908070
store,2405558
get,2336206
put,2464365
del,2091062
del,2444321
put,2346822
put,2309875
put,2369660
del,2392009
del,2240243
put,3086725
del,2547547
put,2899479
store,3186598
store,2250160
get,2776418
store,2083868
get,2214122
del,2616830
store,2128566
put,2595597
put,2377342
del,2096508
put,2256027
del,2189607
store,2044197
get,2047619
store,2151125
del,2283056
del,2169703
del,2365818
get,2116624
store,2103353
get,2154478
del,2241640
get,2278098
put,2433076
store,2176896
put,2487972
get,2444530
del,2369171
get,2609496
get,2204973
store,2102585
store,2700850
store,2584912
put,2228649
get,2321330
put,2293183
put,2292484
store,2286548
get,2223132
store,2219081
get,2265805
store,2310434
get,2244504
del,2274256
put,2249462
del,2192401
put,2285291
store,2205531
put,2249812
store,2402276
del,2350453
get,2787593
store,2431610
store,2240313
del,2770342
store,2344308
del,2657338
put,2469044
del,2244644
del,2820768
get,2562772
put,2842558
del,2672633
del,3272783
put,3103627
store,3174306
del,3220542
get,2620811
store,2260707
put,2373432
get,3222986
get,3055645
store,3186738
put,3058579
put,3079950
del,2546010
put,2641274
store,2439571
get,2368612
get,2330758
del,2405838
store,2375037
get,2240243
store,2250021
del,2276700
store,2203716
del,2316580
store,2277678
put,2374269
get,2336974
store,2269995
store,2117391
del,2095112
del,2573388
del,2846330
get,2500403
get,2297792
del,2656081
put,2363513
del,2328593
get,2700989
get,2489159
del,2595947
put,2625839
get,2584633
get,2322796
del,2356879
get,2353876
put,2360092
put,2461990
put,2344307
store,2410168
del,2256865
put,2363094
put,2543496
put,2609915
get,2439152
del,3106420
del,2744291
get,2504734
store,2305056
del,2275444
put,2473165
put,2321120
get,2309666
get,2319234
del,2237519
del,2229348
get,2431050
del,2301984
get,2338161
put,2434682
del,2252885
put,2563261
store,2370847
put,2436429
store,2428327
store,2491044
put,2469813
store,2792622
del,2804006
get,3474626
store,3856520
put,3379291
get,2585122
put,2683389
store,2411984
store,2534067
put,2460593
get,2452702
get,2560677
put,2464924
store,2407863
get,2480289
del,2358136
store,2518143
del,2549852
del,2368682
put,2678290
put,2496073
get,2538956
store,2714119
store,2779002
put,2889701
del,3373495
store,3015836
del,2355272
get,2323285
del,2538747
put,2344377
put,2450537
del,2561515
put,2303031
put,2355621
put,2566265
get,2624652
store,2599020
get,2482803
put,2611033
del,2612639
put,2820069
put,2717820
store,2597483
del,2486924
get,2924204
del,2700361
store,2767338
put,2501940
del,2454518
store,2744081
put,2542798
store,2541540
del,2650913
get,2490836
del,2666976
store,2566125
store,2608309
store,2644417
del,2511578
put,2793669
store,2677033
del,2766011
put,2706646
put,2822373
put,2628703
del,2849333
del,2963734
put,2911352
get,2582048
store,2932654
del,2657059
del,2691560
del,2549432
get,2913657
del,2772158
del,2665789
get,3158033
put,2813574
get,2837739
put,2755885
del,2807987
exit,1203722
